image_location,class
NINCO_popular_datasets_subsamples/Places/Places_105_r_rice_paddy_00004402.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_106_r_river_00000041.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_107_r_river_00000108.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_108_r_river_00002939.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_109_r_river_00004992.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_110_r_rock_arch_00000910.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_111_r_rock_arch_00001450.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_112_r_rock_arch_00002471.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_113_r_rock_arch_00003247.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_114_s_sky_00003512.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_115_s_snowfield_00000214.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_116_s_snowfield_00000760.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_117_s_snowfield_00002170.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_118_s_snowfield_00003313.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_119_s_swamp_00004326.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_120_s_swimming_hole_00000002.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_121_s_swimming_hole_00000498.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_122_s_swimming_hole_00001860.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_123_s_swimming_hole_00004112.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_124_t_topiary_garden_00000304.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_125_t_topiary_garden_00000681.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_126_t_topiary_garden_00001852.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_127_t_topiary_garden_00002195.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_128_t_topiary_garden_00003089.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_129_t_topiary_garden_00004895.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_130_t_tree_farm_00000029.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_131_t_tree_farm_00001174.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_132_t_tree_farm_00001243.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_133_t_tree_farm_00003647.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_134_t_tree_farm_00004405.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_135_t_tree_farm_00004426.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_136_t_trench_00001676.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_137_t_trench_00002322.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_138_t_trench_00002629.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_139_t_trench_00003127.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_140_t_trench_00004973.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_141_t_tundra_00000497.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_142_t_tundra_00001348.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_143_t_tundra_00003534.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_144_u_underwater_ocean_deep_00004416.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_145_v_vegetable_garden_00004646.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_146_w_waterfall_00000044.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_147_w_waterfall_00000058.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_148_w_waterfall_00002140.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_149_w_wave_00001821.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_150_w_wave_00002236.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_151_w_wheat_field_00003049.jpg,Places
NINCO_popular_datasets_subsamples/Places/Places_152_w_wheat_field_00003662.jpg,Places
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_000_017c000530e0813088c6123a02b73c58.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_001_01b0592932db641fff275d1fc979a8e7.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_002_020f36e31cdde9b6a66107f2f547d7f1.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_003_034ebfdb12033c2278f516a4017d69e8.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_004_0387fcc29b333ac313bb6ac79b123420.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_005_0474fff8359d01bd0db2f68239683190.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_006_04e520d70e42182d5177a706c3d6ec88.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_007_05852e704e96fafbfe4ee639bfbcfc1d.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_008_06216bf6ac23198740b169b62ccc5387.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_009_09cb59c2601b042e6bd74ccaad6da4b7.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_010_09fa8a2585df334c7b25dbef68d73e85.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_011_0b0e23eb0e8777af7d8ce52b20b68174.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_012_0b53b554785f12e74f2e70c6a6d82ac9.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_013_0b579b4d93253dbef665354b67688dc5.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_014_0c77cd83cbf701a526727bc128a639e5.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_015_0dd1587484db4ab0c8b7e2dcae1f691d.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_016_0e0b864fc03da185afaf5c43787476cb.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_017_0ee74c1e98608767df46c512cd54a5c1.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_018_0f5766affdd100950b99e6d841b5fd08.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_019_0f90618c11216f4500ea7272b7387bb0.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_020_0feab3e8ede089c700fe1d5c35c37a42.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_021_0ff91a2e6f1750403d59367bdce93e30.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_022_105a102d3a9133b309c43e92f1c49239.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_023_109b3a2a6202f9ce6956377e8eae5354.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_024_10aa505560a2a82d00bf333b54924e07.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_025_11fc7c1f508c08ebbbdc8d1216bcc6d1.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_026_126fd792bbe26122792fa14797451e00.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_027_129920c6674ca4bfa45b58e501fd3be3.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_028_1320980aec11606d2c3f77c399272984.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_029_138fd4f72cfc0bd0afda63dda95a87d8.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_030_13922bd327be40f44175cbce9f045136.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_031_13a0db7852d8a7740f97bda2c552ffda.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_032_13e983aa04ed3d80e5fbed0e0b6b5cee.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_033_13f47cd1a5c7d8d0e52febba8fd144e9.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_034_15664bb36212d5ac90cd3fb99302c1ad.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_035_159f81e3e4ded31e44042c7fcbd294c5.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_036_170f8c53cf58e49031dec3f27b33aeb3.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_037_174633e1ffcf954a4bb19bdd36a4d985.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_038_190abc0fc65da2b7b3b0df38baddab5e.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_039_1953807e1e8fc9d3fb426c1890ff8cfb.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_040_19d41550a19929274e55809ad97d6995.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_041_19ee8b3714c41e6953f43c9f1b03088a.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_042_1a906315973b64ee42750dcc06b72f21.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_043_1b7098f06f71c057fb22cd48ddb16800.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_044_1bf7aa3faea20f3dddaee56ce6888aca.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_045_1c07bc5bf2a2bc47d9c62ba28c7bc913.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_046_1c5fcf2cb181c0e1325c8ea5c1d5303f.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_047_1dd4f4cb35072cf9c0ede28082d78ed2.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_048_1e3946dd147e9569a21e8ed26f1e36ab.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_049_1e47f41fa2ebe824b1aa8500dc5c0682.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_050_1e53f8b450b4cc3acb74f2264e47cdb5.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_051_1f098a2e2434e8634efb099b6f35a573.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_052_1fd50a07664e3876a48349b2516a484c.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_053_1fd51a31783e11706cabde469df12cc2.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_054_20c96f4c66166c75e681fe1f1be9ab51.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_055_2259c164770b44da029d966a5a4658bb.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_056_22ac5158da81510d2255337c1d4b0f09.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_057_2432d875eb9bc5ac38c7920e53417291.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_058_24886783194c5e703ab46f84a31ed058.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_059_257a30c79e938d559149226711a2d849.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_060_2621648357abf7a87ec095bdf0356b55.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_061_2624cfef75f079c36db6130bb07a3fab.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_062_26d8105059070e5e77dee18e573a2e03.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_063_27501ac07f2cde7b6192084a2227c816.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_064_275942c96ee088b88cc657276f6c9b06.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_065_276f67d2ea0875035cc8c4987c1083f0.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_066_29ab03901f0f8acb09f2263c3eb5db7f.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_067_2ac92a6d31c3ce736077e31b942c3894.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_068_2aead03a948b99064e3dbaae725d0f25.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_069_2d2009e3d691af74c989b55d588d6923.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_070_2d4ff1e7b1c8e749b374a6d2a9dfec60.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_071_2e20e7feca6420acb7b31705ed0ab8de.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_072_2f78c2bc6f21264371842310fc508cd1.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_073_304bd0a54bb57e8a508a7d625a0a32b3.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_074_30feac27882747055def8306ea747b88.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_075_31265011ddc13dafba9879367a849ae8.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_076_317edd91618b95f8945d339a5f16ef7b.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_077_34b56dda198e64a4e97f598d2ce567fa.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_078_3884c598dedee39a50af4dfa7089ff9f.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_079_38fd38c36397e1b923acdae2278b6278.jpg,iNaturalist_OOD_Plants
NINCO_popular_datasets_subsamples/iNaturalist_OOD_Plants/iNaturalist_OOD_Plants_080_39e38a7efe72f7a65823f12b2fc3ebe9.jpg,iNaturalist_OOD_Plants
