image_location,species,taxon
07a741002b1fcce534cda43d4fbeb902.jpg,Callirhoe pedata,Plantae
07ad9fecbe6859b5916b2e15b0f22d8b.jpg,Croton setiger,Plantae
07b09a4c836679d4a83141c5ae1c3259.jpg,Toxicodendron diversilobum,Plantae
07b18fd1e293b2644fe039e9e636993e.jpg,Myoporum laetum,Plantae
07bd30ad9bfab9771e454fa6d07b8555.jpg,Chimaphila maculata,Plantae
07c4156376cdd3b28f3be19fae1a7bfe.jpg,Chimaphila maculata,Plantae
07c8513f21533a1a107369145e35d547.jpg,Myrsine australis,Plantae
07c87c76567bb6662b79e6eb3a27d6f2.jpg,Callirhoe pedata,Plantae
07ca8c11a4a9840c25dbb759728e9b1a.jpg,Diodia virginiana,Plantae
07da966423e23323be65eb479a7faa22.jpg,Ceratophyllum demersum,Plantae
07db7f6081a40c7a1e8d737afed43f6e.jpg,Lobelia siphilitica,Plantae
07e561553a6cec98db113c4f6c2aab04.jpg,Uropappus lindleyi,Plantae
07ea6b2405ae3b9c2da1116d2b041ceb.jpg,Euphorbia prostrata,Plantae
07ec40f795164150a0ba5af778d013c5.jpg,Lotus corniculatus,Plantae
07f1931ced598ddd1568ed2570602db9.jpg,Lobelia siphilitica,Plantae
07f25b177f48ac8d8abe06484dec7b09.jpg,Cirsium andersonii,Plantae
07f56511b2b02b06abf930171f1de05b.jpg,Selaginella bigelovii,Plantae
080088d8445e6cd43434e3eed19fb396.jpg,Cercocarpus betuloides,Plantae
0801761730e690d451dd884bb3a76424.jpg,Polanisia dodecandra,Plantae
0804bd522669e17692b6742ccbde1ae1.jpg,Cynodon dactylon,Plantae
0809dc5da7c22b2929f1521592a367bc.jpg,Cercis canadensis,Plantae
080d79a981bda2120d4e29073b5dc984.jpg,Datura wrightii,Plantae
0810966785c060e958482a236b6b791d.jpg,Fallugia paradoxa,Plantae
081876f769dca560abeab14e04cf9c97.jpg,Lobelia siphilitica,Plantae
081cf2d7a9536f88618d7c05b7b4ab3e.jpg,Epifagus virginiana,Plantae
0821ebdf2996c6d9352658a9df1cf861.jpg,Euphorbia prostrata,Plantae
0824f8ed8397499d0b5ac456cfda6f06.jpg,Chondracanthus exasperatus,Plantae
0828b0765d2e355f8da937e52b2f4b84.jpg,Raphanus sativus,Plantae
082da4396d9da840f9560c6efcb89d35.jpg,Eriogonum fasciculatum,Plantae
08303d385f9a88360d2f87c174b16e49.jpg,Polanisia dodecandra,Plantae
08325ecf2f051eb2d9df0a3bd656bf01.jpg,Datura wrightii,Plantae
0833ed6ffbe51df948ed916a93255d04.jpg,Lotus corniculatus,Plantae
083b1592b36570ef1a9949f8206341f5.jpg,Viola sororia,Plantae
083b2b253a0cb99039bcfab81e0dcee9.jpg,Lamium purpureum,Plantae
0843e5dcb044dc915aa1c64fed8782f5.jpg,Osmunda claytoniana,Plantae
0850217bcf4929dec4dd94cdffe5992d.jpg,Ripogonum scandens,Plantae
0858f75dd7db451847cd3eba3538c953.jpg,Toxicodendron vernix,Plantae
0861c5ff459c675f9e261818b00e754f.jpg,Eriogonum fasciculatum,Plantae
086533d08f990ff84718e431d24b3c47.jpg,Lotus corniculatus,Plantae
08709de77c990080961ad1bc6cb71386.jpg,Streptopus amplexifolius,Plantae
0870d2158a5f73ae3363f8e9fded6a40.jpg,Ranunculus repens,Plantae
087c510aee7797b34f980cb13ab70ea0.jpg,Diodia virginiana,Plantae
0887cd690b59128c45ad5830c7e06007.jpg,Polypodium vulgare,Plantae
088a011a66185f306015785ac1a46a88.jpg,Portulaca oleracea,Plantae
